sid,term_id,year_start,semester,term_order,club_event_count,club_active_flag,lib_visit_count,lib_unique_gate,door_event_count,door_unique_ctrl
pjxyqwbj027,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj031,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxyqwbj033,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj034,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj035,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj036,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj041,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj043,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj044,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj046,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj049,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj050,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj053,2020-2021-T2,2020,2,20202,12,1,39.0,5.0,0.0,
pjxyqwbj054,2020-2021-T2,2020,2,20202,10,1,25.0,2.0,0.0,
pjxyqwbj058,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj059,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj062,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj069,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj072,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj073,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj077,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj082,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj084,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj085,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj087,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj088,2020-2021-T2,2020,2,20202,8,1,32.0,6.0,0.0,
pjxyqwbj089,2020-2021-T2,2020,2,20202,4,1,32.0,6.0,0.0,
pjxyqwbj090,2020-2021-T2,2020,2,20202,8,1,18.0,6.0,0.0,
pjxyqwbj092,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj095,2020-2021-T2,2020,2,20202,16,1,0.0,,0.0,
pjxyqwbj098,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj100,2020-2021-T2,2020,2,20202,12,1,35.0,4.0,0.0,
pjxyqwbj101,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj104,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj108,2020-2021-T2,2020,2,20202,2,0,11.0,3.0,0.0,
pjxyqwbj109,2020-2021-T2,2020,2,20202,8,1,89.0,6.0,0.0,
pjxyqwbj112,2020-2021-T2,2020,2,20202,4,1,6.0,3.0,0.0,
pjxyqwbj117,2020-2021-T2,2020,2,20202,6,1,95.0,7.0,0.0,
pjxyqwbj122,2020-2021-T2,2020,2,20202,12,1,0.0,,0.0,
pjxyqwbj126,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj129,2020-2021-T2,2020,2,20202,4,1,220.0,6.0,0.0,
pjxyqwbj130,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxyqwbj139,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj146,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj149,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj150,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj153,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj154,2020-2021-T2,2020,2,20202,6,1,176.0,8.0,0.0,
pjxyqwbj156,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxyqwbj159,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj163,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj164,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj166,2020-2021-T2,2020,2,20202,2,0,38.0,4.0,0.0,
pjxyqwbj169,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj171,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj174,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj181,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxyqwbj185,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj188,2020-2021-T2,2020,2,20202,26,1,0.0,,0.0,
pjxyqwbj190,2020-2021-T2,2020,2,20202,4,1,33.0,5.0,0.0,
pjxyqwbj191,2020-2021-T2,2020,2,20202,6,1,117.0,4.0,0.0,
pjxyqwbj192,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj193,2020-2021-T2,2020,2,20202,20,1,123.0,6.0,0.0,
pjxyqwbj201,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj203,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj205,2020-2021-T2,2020,2,20202,8,1,10.0,4.0,0.0,
pjxyqwbj207,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj219,2020-2021-T2,2020,2,20202,12,1,84.0,7.0,0.0,
pjxyqwbj221,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj223,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj224,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj225,2020-2021-T2,2020,2,20202,12,1,0.0,,0.0,
pjxyqwbj232,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj236,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj242,2020-2021-T2,2020,2,20202,8,1,24.0,4.0,0.0,
pjxyqwbj243,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj245,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj249,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj251,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxyqwbj252,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj253,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj255,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj262,2020-2021-T2,2020,2,20202,6,1,34.0,5.0,0.0,
pjxyqwbj266,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj269,2020-2021-T2,2020,2,20202,6,1,0.0,,1.0,1.0
pjxyqwbj272,2020-2021-T2,2020,2,20202,2,0,15.0,5.0,0.0,
pjxyqwbj274,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj277,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj278,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj282,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj285,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj293,2020-2021-T2,2020,2,20202,4,1,22.0,2.0,0.0,
pjxyqwbj299,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj300,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj301,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj302,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj305,2020-2021-T2,2020,2,20202,4,1,2.0,1.0,0.0,
pjxyqwbj307,2020-2021-T2,2020,2,20202,2,0,269.0,6.0,0.0,
pjxyqwbj309,2020-2021-T2,2020,2,20202,12,1,0.0,,0.0,
pjxyqwbj311,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj312,2020-2021-T2,2020,2,20202,2,0,32.0,5.0,0.0,
pjxyqwbj315,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj318,2020-2021-T2,2020,2,20202,16,1,0.0,,0.0,
pjxyqwbj321,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj322,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj325,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj326,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxyqwbj327,2020-2021-T2,2020,2,20202,6,1,11.0,4.0,0.0,
pjxyqwbj328,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj331,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj333,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj334,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj336,2020-2021-T2,2020,2,20202,4,1,41.0,6.0,0.0,
pjxyqwbj338,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj339,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj340,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj341,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj347,2020-2021-T2,2020,2,20202,4,1,24.0,3.0,0.0,
pjxyqwbj348,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj356,2020-2021-T2,2020,2,20202,4,1,96.0,4.0,0.0,
pjxyqwbj358,2020-2021-T2,2020,2,20202,6,1,1.0,1.0,0.0,
pjxyqwbj360,2020-2021-T2,2020,2,20202,18,1,0.0,,0.0,
pjxyqwbj361,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj366,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxyqwbj367,2020-2021-T2,2020,2,20202,6,1,36.0,4.0,0.0,
pjxyqwbj368,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj369,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj375,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj379,2020-2021-T2,2020,2,20202,12,1,0.0,,0.0,
pjxyqwbj380,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj384,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj385,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj388,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj391,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj393,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj394,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj395,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj396,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj397,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj400,2020-2021-T2,2020,2,20202,2,0,114.0,5.0,0.0,
pjxyqwbj401,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj402,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxyqwbj403,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj407,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj408,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj409,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj410,2020-2021-T2,2020,2,20202,12,1,0.0,,0.0,
pjxyqwbj417,2020-2021-T2,2020,2,20202,6,1,4.0,1.0,0.0,
pjxyqwbj418,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj421,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj422,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj425,2020-2021-T2,2020,2,20202,16,1,0.0,,0.0,
pjxyqwbj428,2020-2021-T2,2020,2,20202,2,0,137.0,5.0,0.0,
pjxyqwbj430,2020-2021-T2,2020,2,20202,12,1,0.0,,0.0,
pjxyqwbj431,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj433,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj435,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj437,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj441,2020-2021-T2,2020,2,20202,12,1,121.0,6.0,0.0,
pjxyqwbj444,2020-2021-T2,2020,2,20202,20,1,0.0,,0.0,
pjxyqwbj445,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj452,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj453,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj454,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj455,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxyqwbj456,2020-2021-T2,2020,2,20202,14,1,0.0,,0.0,
pjxyqwbj459,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj461,2020-2021-T2,2020,2,20202,16,1,0.0,,0.0,
pjxyqwbj463,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj464,2020-2021-T2,2020,2,20202,6,1,127.0,6.0,0.0,
pjxyqwbj468,2020-2021-T2,2020,2,20202,4,1,63.0,5.0,0.0,
pjxyqwbj469,2020-2021-T2,2020,2,20202,12,1,4.0,2.0,0.0,
pjxyqwbj472,2020-2021-T2,2020,2,20202,14,1,0.0,,0.0,
pjxyqwbj476,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj478,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj479,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxyqwbj486,2020-2021-T2,2020,2,20202,18,1,0.0,,0.0,
pjxyqwbj487,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj488,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj492,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj497,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxyqwbj500,2020-2021-T2,2020,2,20202,2,0,15.0,3.0,0.0,
pjxyqwbj506,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj508,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj509,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj515,2020-2021-T2,2020,2,20202,4,1,38.0,3.0,0.0,
pjxyqwbj518,2020-2021-T2,2020,2,20202,44,1,0.0,,0.0,
pjxyqwbj522,2020-2021-T2,2020,2,20202,4,1,0.0,,1.0,1.0
pjxyqwbj524,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj525,2020-2021-T2,2020,2,20202,10,1,44.0,5.0,0.0,
pjxyqwbj527,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj530,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj531,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj532,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxyqwbj534,2020-2021-T2,2020,2,20202,14,1,0.0,,0.0,
pjxyqwbj535,2020-2021-T2,2020,2,20202,16,1,0.0,,0.0,
pjxyqwbj538,2020-2021-T2,2020,2,20202,16,1,0.0,,0.0,
pjxyqwbj540,2020-2021-T2,2020,2,20202,6,1,1.0,1.0,0.0,
pjxyqwbj542,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj548,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj552,2020-2021-T2,2020,2,20202,18,1,0.0,,0.0,
pjxyqwbj554,2020-2021-T2,2020,2,20202,12,1,0.0,,0.0,
pjxyqwbj555,2020-2021-T2,2020,2,20202,4,1,2.0,1.0,0.0,
pjxyqwbj557,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj560,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj563,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj564,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj566,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj569,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj574,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj577,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj579,2020-2021-T2,2020,2,20202,4,1,31.0,5.0,0.0,
pjxyqwbj582,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj584,2020-2021-T2,2020,2,20202,2,0,0.0,,1.0,1.0
pjxyqwbj585,2020-2021-T2,2020,2,20202,14,1,0.0,,0.0,
pjxyqwbj588,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj589,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj590,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj592,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj594,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj598,2020-2021-T2,2020,2,20202,8,1,72.0,5.0,0.0,
pjxyqwbj604,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj605,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj608,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj611,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj613,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj615,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj616,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj617,2020-2021-T2,2020,2,20202,14,1,0.0,,0.0,
pjxyqwbj621,2020-2021-T2,2020,2,20202,14,1,6.0,3.0,0.0,
pjxyqwbj622,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj624,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj625,2020-2021-T2,2020,2,20202,12,1,0.0,,0.0,
pjxyqwbj627,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj628,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj630,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj631,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj632,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj634,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj636,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj640,2020-2021-T2,2020,2,20202,12,1,0.0,,2.0,1.0
pjxyqwbj642,2020-2021-T2,2020,2,20202,14,1,0.0,,0.0,
pjxyqwbj646,2020-2021-T2,2020,2,20202,4,1,44.0,3.0,0.0,
pjxyqwbj648,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj651,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxyqwbj656,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxyqwbj658,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj659,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj660,2020-2021-T2,2020,2,20202,16,1,45.0,5.0,0.0,
pjxyqwbj662,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj663,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj664,2020-2021-T2,2020,2,20202,4,1,17.0,5.0,0.0,
pjxyqwbj665,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj669,2020-2021-T2,2020,2,20202,18,1,9.0,2.0,0.0,
pjxyqwbj671,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj673,2020-2021-T2,2020,2,20202,4,1,14.0,3.0,0.0,
pjxyqwbj677,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj678,2020-2021-T2,2020,2,20202,20,1,0.0,,0.0,
pjxyqwbj685,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj687,2020-2021-T2,2020,2,20202,4,1,3.0,1.0,0.0,
pjxyqwbj688,2020-2021-T2,2020,2,20202,4,1,3.0,2.0,0.0,
pjxyqwbj691,2020-2021-T2,2020,2,20202,8,1,16.0,4.0,0.0,
pjxyqwbj692,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj695,2020-2021-T2,2020,2,20202,6,1,133.0,6.0,1.0,1.0
pjxyqwbj697,2020-2021-T2,2020,2,20202,14,1,0.0,,0.0,
pjxyqwbj698,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj699,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj701,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj706,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxyqwbj709,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxyqwbj710,2020-2021-T2,2020,2,20202,4,1,10.0,2.0,0.0,
pjxyqwbj713,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxyqwbj718,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj726,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj727,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj728,2020-2021-T2,2020,2,20202,18,1,0.0,,0.0,
pjxyqwbj732,2020-2021-T2,2020,2,20202,10,1,54.0,5.0,0.0,
pjxyqwbj733,2020-2021-T2,2020,2,20202,4,1,13.0,3.0,0.0,
pjxyqwbj734,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj737,2020-2021-T2,2020,2,20202,8,1,30.0,3.0,0.0,
pjxyqwbj739,2020-2021-T2,2020,2,20202,24,1,0.0,,0.0,
pjxyqwbj741,2020-2021-T2,2020,2,20202,4,1,238.0,6.0,0.0,
pjxyqwbj742,2020-2021-T2,2020,2,20202,4,1,46.0,5.0,0.0,
pjxyqwbj744,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj748,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj754,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj755,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj758,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj760,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj763,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj764,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj769,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj772,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj773,2020-2021-T2,2020,2,20202,12,1,0.0,,0.0,
pjxyqwbj775,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj776,2020-2021-T2,2020,2,20202,12,1,0.0,,0.0,
pjxyqwbj777,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj780,2020-2021-T2,2020,2,20202,2,0,414.0,7.0,0.0,
pjxyqwbj782,2020-2021-T2,2020,2,20202,12,1,0.0,,0.0,
pjxyqwbj785,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj787,2020-2021-T2,2020,2,20202,4,1,121.0,5.0,0.0,
pjxyqwbj788,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj789,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj790,2020-2021-T2,2020,2,20202,2,0,15.0,3.0,0.0,
pjxyqwbj791,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj793,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj796,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj799,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj802,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj803,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj807,2020-2021-T2,2020,2,20202,32,1,0.0,,0.0,
pjxyqwbj808,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj809,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj811,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj820,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj822,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj825,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxyqwbj828,2020-2021-T2,2020,2,20202,12,1,0.0,,0.0,
pjxyqwbj830,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj833,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj834,2020-2021-T2,2020,2,20202,10,1,2.0,1.0,2.0,1.0
pjxyqwbj836,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj837,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj838,2020-2021-T2,2020,2,20202,4,1,103.0,5.0,0.0,
pjxyqwbj842,2020-2021-T2,2020,2,20202,4,1,64.0,5.0,0.0,
pjxyqwbj844,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj847,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj850,2020-2021-T2,2020,2,20202,10,1,23.0,5.0,0.0,
pjxyqwbj852,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj853,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj856,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj857,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj859,2020-2021-T2,2020,2,20202,12,1,0.0,,0.0,
pjxyqwbj864,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
