XH,TERM_ID,NEXT_TERM_ID,LABEL,LABEL_REASON
pjxpqxbj981,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj117,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj216,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbl954,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj772,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbk741,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj748,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj812,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj857,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxsqxbj893,2021-2022-1,2021-2022-2,0,next_term_normal
pjxxxxbj917,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk429,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk335,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj878,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj967,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj825,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk516,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj312,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk095,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbk666,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj478,2021-2022-1,2021-2022-2,0,next_term_normal
pjxxzxkj991,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbl780,2021-2022-1,2021-2022-2,0,next_term_normal
pjwtqxbj944,2021-2022-1,2021-2022-2,0,next_term_normal
pjxwxxbj910,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbk735,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk434,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj828,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk937,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbk678,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj633,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk185,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj039,2021-2022-1,2021-2022-2,0,next_term_normal
pjxqzxbj995,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk867,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj714,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj941,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbl910,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj800,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbk966,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbl987,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj643,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj685,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbk910,2021-2022-1,2021-2022-2,0,next_term_normal
pjxxzxkj978,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbl737,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj537,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj631,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk269,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj988,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj497,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxvzxbj997,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbl743,2021-2022-1,2021-2022-2,0,next_term_normal
pjxqqxbj975,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbk899,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj515,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj851,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj506,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj317,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj299,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj701,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj757,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj253,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjwtqxbj928,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj323,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjwrqxbj911,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk364,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk945,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj788,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk783,2021-2022-1,2021-2022-2,0,next_term_normal
pjwtqxbj932,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj044,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk257,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj238,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj653,2021-2022-1,2021-2022-2,0,next_term_normal
pjxrqxbj981,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj712,2021-2022-1,2021-2022-2,0,next_term_normal
pjxsqxbj768,2021-2022-1,2021-2022-2,0,next_term_normal
pjwtqxbj971,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj621,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj370,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk567,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjwtqxbj925,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj164,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbk796,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbl876,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk506,2021-2022-1,2021-2022-2,0,next_term_normal
pjxwxxbj938,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbl912,2021-2022-1,2021-2022-2,0,next_term_normal
pjxsqxbj922,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk789,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj395,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbk581,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj240,2021-2022-1,2021-2022-2,0,next_term_normal
pjwuzxbj992,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbl937,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj710,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj760,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk183,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj826,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj717,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj116,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxpqxbj976,2021-2022-1,2021-2022-2,0,next_term_normal
pjwtqxbj977,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj492,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxsqxbj810,2021-2022-1,2021-2022-2,0,next_term_normal
pjwtqxbj984,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj634,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk452,2021-2022-1,2021-2022-2,0,next_term_normal
pjxxxxbj955,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxwxxbj934,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj139,2021-2022-2,2022-2023-1,0,next_term_normal
pjxyqwbj872,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk889,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj369,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj531,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk974,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk469,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxpqxbj944,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj784,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbl837,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj223,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj803,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj602,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbl963,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj100,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj084,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj431,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk107,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj433,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk307,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj253,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj205,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj915,2021-2022-1,2021-2022-2,0,next_term_normal
pjxrqxbj918,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj791,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbk972,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk757,2021-2022-1,2021-2022-2,0,next_term_normal
pjwtqxbj942,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj408,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj288,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj544,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk991,2021-2022-1,2021-2022-2,0,next_term_normal
pjwrqxbj929,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk782,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbl984,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbk922,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjwrqxbj901,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj929,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbl989,2021-2022-1,2021-2022-2,0,next_term_normal
pjxvzrfj978,2021-2022-1,2021-2022-2,0,next_term_normal
pjxvzrfj981,2021-2022-1,2021-2022-2,0,next_term_normal
pjxvzrfj997,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk195,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj075,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk144,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj958,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk840,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj966,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj930,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbk642,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk715,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj018,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj112,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj545,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbl980,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj063,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk231,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk305,2021-2022-1,2021-2022-2,0,next_term_normal
pjxqqxbj977,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk743,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbl755,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk848,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxtztbj997,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj631,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbk531,2021-2022-1,2021-2022-2,0,next_term_normal
pjxpqxbj916,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk598,2021-2022-1,2021-2022-2,0,next_term_normal
pjxwxxbj907,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk513,2021-2022-1,2021-2022-2,0,next_term_normal
pjxtzxfj982,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj577,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk723,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj519,2021-2022-1,2021-2022-2,0,next_term_normal
pjxpqxbj973,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxtzxfj980,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj877,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj066,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxpqxbj994,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbk814,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk583,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj013,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj074,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj839,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxqqxbj986,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj230,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj731,2021-2022-1,2021-2022-2,0,next_term_normal
pjwrqxbj913,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj678,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj687,2021-2022-1,2021-2022-2,0,next_term_normal
pjxpqxbj954,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj282,2021-2022-1,2021-2022-2,0,next_term_normal
pjxsqxbj771,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj776,2021-2022-1,2021-2022-2,0,next_term_normal
pjxqqxbj985,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj021,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk971,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj872,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk481,2021-2022-1,2021-2022-2,0,next_term_normal
pjxpqxbj969,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj841,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk090,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj925,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbk548,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk631,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk765,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj546,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxsqxbj872,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj207,2021-2022-1,2021-2022-2,0,next_term_normal
pjwtqxbj968,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxsqxbj885,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj221,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj589,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj889,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj673,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj491,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj879,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbk650,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxsqxbj887,2021-2022-1,2021-2022-2,0,next_term_normal
pjwtqxbj941,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuzxbj986,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj507,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj756,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk799,2021-2022-1,2021-2022-2,0,next_term_normal
pjxrqxbj908,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk046,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj405,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk934,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk354,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj646,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj535,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk611,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj145,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj035,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxqzxbj982,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj927,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk528,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj526,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj868,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj678,2021-2022-1,2021-2022-2,0,next_term_normal
pjxsqxbj823,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj047,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj754,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxsqxbj834,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj619,2021-2022-1,2021-2022-2,0,next_term_normal
pjxsqxbj815,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj277,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj957,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbk830,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk477,2021-2022-1,2021-2022-2,0,next_term_normal
pjvyzvfj989,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk022,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj375,2021-2022-1,2021-2022-2,0,next_term_normal
pjxqqxbj981,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj745,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj923,2021-2022-1,2021-2022-2,0,next_term_normal
pjxsqxbj925,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj499,2021-2022-1,2021-2022-2,0,next_term_normal
pjxrqxbj994,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj511,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbl934,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbl709,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj534,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbl742,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj585,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxxxxbj953,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbl950,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj174,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk484,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj817,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk210,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj719,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj879,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj062,2021-2022-1,2021-2022-2,0,next_term_normal
pjxtzxfj994,2021-2022-1,2021-2022-2,0,next_term_normal
pjxsqxbj772,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj661,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbk668,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj460,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj907,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj797,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbk519,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj632,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbk828,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj509,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk199,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj773,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk401,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxxxxbj916,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj282,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk737,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxsqxbj942,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbk671,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj309,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj454,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj301,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj695,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjvyzvfj974,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj374,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj501,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbk662,2021-2022-1,2021-2022-2,0,next_term_normal
pjxsqxbj938,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj088,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbl839,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk820,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj059,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjvyzvfj994,2021-2022-1,2021-2022-2,0,next_term_normal
pjxpqxbj924,2021-2022-1,2021-2022-2,0,next_term_normal
pjxtztbj987,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj637,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj573,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj591,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj395,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk555,2021-2022-1,2021-2022-2,0,next_term_normal
pjxsqxbj969,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj219,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj592,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj993,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj318,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbk865,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbk907,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj379,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbk511,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbk594,2021-2022-1,2021-2022-2,0,next_term_normal
pjxwzxkj998,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj754,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjvyzvfj998,2021-2022-1,2021-2022-2,0,next_term_normal
pjxsqxbj953,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbk701,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk779,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk165,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjwrqxbj979,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj758,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk965,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk807,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj820,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj255,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjwtqxbj957,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbl931,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj797,2021-2022-1,2021-2022-2,0,next_term_normal
pjxxxxbj963,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk915,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj984,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj119,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj660,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj639,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbk993,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj989,2021-2022-1,2021-2022-2,0,next_term_normal
pjxsqxbj790,2021-2022-1,2021-2022-2,0,next_term_normal
pjxqqxbj973,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj723,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxwzxfj983,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj985,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbk534,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj512,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbk955,2021-2022-1,2021-2022-2,0,next_term_normal
pjxsqxbj880,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk140,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxrqxbj901,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj158,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj688,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj734,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj154,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
