XH,TERM_ID,NEXT_TERM_ID,LABEL,LABEL_SUBTYPE,LABEL_REASON
pjxyqxbk373,2021-2022-2,2022-2023-1,1,overall_low,next_term_overall_low
pjxyqwbj839,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj873,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk527,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj564,2021-2022-2,2022-2023-1,1,overall_low,next_term_overall_low
pjxsqxbj969,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk772,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxuqwbj474,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj673,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk855,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj003,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj125,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk838,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxuqwbj650,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxuqwbj608,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk729,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj770,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxxzxkj987,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk647,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjwtqxbj959,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj557,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj602,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj217,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk764,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj430,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxuqwbj647,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbl742,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjwrqxbj967,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk728,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxwzxkj993,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj869,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj279,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj361,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj599,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj444,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj293,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj698,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk755,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj658,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbj347,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbk519,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj642,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj677,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj203,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj417,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbj064,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbl886,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbk813,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj646,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk966,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj469,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj401,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj560,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj252,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj166,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbk537,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj129,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk799,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj850,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj937,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbk578,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk686,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj559,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj321,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbj187,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbk787,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj778,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbk713,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbk697,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk595,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj396,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj533,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxwxxbj946,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk231,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbk199,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj540,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk644,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj489,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbk543,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxvzxbj997,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj428,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj842,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk521,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj660,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjwrqxbj977,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj726,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk909,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj907,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk504,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj101,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj154,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj683,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxxxxbj958,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj604,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbj736,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxuqwbj773,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxuqwbj637,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxsqxbj921,2021-2022-2,2022-2023-1,1,overall_low,next_term_overall_low
pjxsqxbj941,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj622,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxuqwbj564,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjwtqxbj998,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbl724,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk682,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk516,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk472,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbj340,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk470,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbj701,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxsqxbj893,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj774,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj637,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk731,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj648,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxrqxbj918,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxrqxbj958,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxsqxbj981,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj713,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj034,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj940,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj548,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk811,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj956,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj151,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj851,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj809,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj283,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj924,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj687,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk581,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk636,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj750,2021-2022-2,2022-2023-1,1,overall_low,next_term_overall_low
pjxyqxbj800,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj807,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj828,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbk793,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbj529,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk611,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbj682,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj050,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj910,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj153,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbl751,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj721,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk993,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjwtqxbj947,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxsqxbj871,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxsqxbj844,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj501,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbk495,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj388,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj325,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj243,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj986,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj446,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj527,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk761,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj518,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj449,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxsqxbj840,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj524,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj312,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj370,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjwrqxbj911,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj338,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk722,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbk770,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj492,2021-2022-2,2022-2023-1,1,overall_low,next_term_overall_low
pjxyqxbk295,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbk445,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjwrqxbj998,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj576,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbk298,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxuqwbj491,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk845,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj651,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjwrqxbj919,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj889,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk796,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj078,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxwxxbj944,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj422,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxuqwbj784,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxrqxbj955,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj582,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk795,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj918,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbk505,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj733,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj609,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxuqwbj516,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxxxxbj941,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk531,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxsqxbj790,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj644,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj857,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj402,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj711,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxuqwbj505,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj679,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj631,2021-2022-2,2022-2023-1,1,overall_low,next_term_overall_low
pjxyqwbj476,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj508,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj955,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj877,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj927,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj368,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj709,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj989,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxwzxkj992,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxqzxbj967,2021-2022-2,2022-2023-1,1,overall_low,next_term_overall_low
pjxuqwbj890,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxuqwbj861,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbk646,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj397,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxuzvbj996,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbj630,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbl826,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj853,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj967,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbk697,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj062,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj245,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj085,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj531,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj977,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk577,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj171,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxuqwbj757,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxsqxbj980,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbk608,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk070,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk836,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxrqxbj903,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj905,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk818,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk754,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk728,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj422,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk500,2021-2022-2,2022-2023-1,1,overall_low,next_term_overall_low
pjxyqxbk204,2022-2023-1,2022-2023-2,0,normal,next_term_normal
pjxwxxbj949,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbj653,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj628,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj804,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxwxxbj995,2021-2022-2,2022-2023-1,1,overall_low,next_term_overall_low
pjxyqxbj910,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbj676,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxrqxbj916,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbk649,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjwrqxbj985,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj360,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj046,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxpqxbj986,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxxxxbj908,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj932,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjwrqxbj925,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxsqxbj771,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj570,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj639,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxuqwbj585,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj087,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj834,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxuqwbj894,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjwtqxbj935,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj441,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj398,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj100,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj036,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj737,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj895,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxuqwbj845,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj300,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj574,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj917,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk458,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxpqxbj918,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk684,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj613,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj129,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxpqxbj927,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj964,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbk548,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxpqxbj916,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxtztbj985,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbj464,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjwtqxbj968,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbj679,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxsqxbj894,2022-2023-1,2022-2023-2,0,normal,next_term_normal
pjxsqxbj840,2022-2023-1,2022-2023-2,0,normal,next_term_normal
pjxsqxbj774,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk547,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbj239,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxpqxbj977,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj754,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxsqxbj938,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxsqxbj867,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxsqxbj970,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxsqxbj939,2022-2023-1,2022-2023-2,1,overall_low,next_term_overall_low
pjxsqxbj780,2022-2023-1,2022-2023-2,1,single_fail,next_term_single_fail
pjxyqwbj266,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbk653,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk551,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbk740,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxsqxbj966,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj885,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxrqxbj981,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxwxxbj943,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxtztbj989,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxsqxbj815,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk268,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxxxxbj997,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj276,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbj511,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxsqxbj887,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxsqxbj997,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj278,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjwrzxbj996,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxpqxbj978,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk852,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj605,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxsqxbj908,2022-2023-1,2022-2023-2,0,normal,next_term_normal
pjxuqwbj952,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxuqwbj950,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjwtqxbj952,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbk342,2022-2023-1,2022-2023-2,0,normal,next_term_normal
pjwrqxbj979,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxxxxbj986,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbj393,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbj485,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbj740,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj733,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk880,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj699,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbl716,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj144,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxrqxbj894,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbk015,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqxbk854,2021-2022-2,2022-2023-1,1,overall_low,next_term_overall_low
pjxyqwbj013,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqwbk520,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxsqxbj859,2022-2023-1,2022-2023-2,0,normal,next_term_normal
pjxsqxbj893,2022-2023-1,2022-2023-2,0,normal,next_term_normal
pjxsqxbj892,2022-2023-1,2022-2023-2,0,normal,next_term_normal
pjxsqxbj962,2022-2023-1,2022-2023-2,0,normal,next_term_normal
pjxyqwbj671,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxyqwbk996,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxxxxbj916,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj012,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxuqwbj838,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxuqwbj826,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxyqxbj663,2021-2022-2,2022-2023-1,1,single_fail,next_term_single_fail
pjxsqxbj829,2021-2022-2,2022-2023-1,0,normal,next_term_normal
pjxqzxbj971,2021-2022-2,2022-2023-1,0,normal,next_term_normal
